surface,station,airfoil,point,x_m,y_m,z_m
vtail,0,naca0009,156,1.414328,-0.002761,0.001999
vtail,0,naca0009,157,1.413869,-0.002718,0.001968
vtail,0,naca0009,158,1.413419,-0.002674,0.001936
vtail,0,naca0009,159,1.412978,-0.002628,0.001902
vtail,0,naca0009,160,1.412547,-0.002581,0.001868
vtail,0,naca0009,161,1.412125,-0.002533,0.001833
vtail,0,naca0009,162,1.411712,-0.002483,0.001798
vtail,0,naca0009,163,1.41131,-0.002433,0.001761
vtail,0,naca0009,164,1.410917,-0.002381,0.001724
vtail,0,naca0009,165,1.410534,-0.002328,0.001685
vtail,0,naca0009,166,1.410161,-0.002274,0.001646
vtail,0,naca0009,167,1.409799,-0.002219,0.001606
vtail,0,naca0009,168,1.409446,-0.002162,0.001565
vtail,0,naca0009,169,1.409104,-0.002105,0.001524
vtail,0,naca0009,170,1.408772,-0.002047,0.001482
vtail,0,naca0009,171,1.408451,-0.001988,0.001439
vtail,0,naca0009,172,1.40814,-0.001927,0.001395
vtail,0,naca0009,173,1.40784,-0.001866,0.001351
vtail,0,naca0009,174,1.407551,-0.001804,0.001306
vtail,0,naca0009,175,1.407272,-0.001741,0.00126
vtail,0,naca0009,176,1.407004,-0.001676,0.001214
vtail,0,naca0009,177,1.406747,-0.001612,0.001167
vtail,0,naca0009,178,1.406501,-0.001546,0.001119
vtail,0,naca0009,179,1.406266,-0.001479,0.001071
vtail,0,naca0009,180,1.406042,-0.001412,0.001022
vtail,0,naca0009,181,1.40583,-0.001344,0.000973
vtail,0,naca0009,182,1.405628,-0.001275,0.000923
vtail,0,naca0009,183,1.405438,-0.001205,0.000872
vtail,0,naca0009,184,1.405259,-0.001134,0.000821
vtail,0,naca0009,185,1.405091,-0.001063,0.00077
vtail,0,naca0009,186,1.404935,-0.000991,0.000718
vtail,0,naca0009,187,1.40479,-0.000919,0.000665
