surface,station,airfoil,point,x_m,y_m,z_m
vtail,0,naca0009,92,1.598212,-0.002661,0.002054
vtail,0,naca0009,93,1.597492,-0.002693,0.002079
vtail,0,naca0009,94,1.596771,-0.002724,0.002103
vtail,0,naca0009,95,1.596049,-0.002755,0.002126
vtail,0,naca0009,96,1.595326,-0.002785,0.002149
vtail,0,naca0009,97,1.594602,-0.002814,0.002172
vtail,0,naca0009,98,1.593879,-0.002843,0.002194
vtail,0,naca0009,99,1.593154,-0.002871,0.002215
vtail,0,naca0009,100,1.59243,-0.002898,0.002236
vtail,0,naca0009,101,1.591706,-0.002924,0.002257
vtail,0,naca0009,102,1.590982,-0.00295,0.002276
vtail,0,naca0009,103,1.590258,-0.002974,0.002296
vtail,0,naca0009,104,1.589536,-0.002998,0.002314
vtail,0,naca0009,105,1.588814,-0.003022,0.002332
vtail,0,naca0009,106,1.588093,-0.003044,0.002349
vtail,0,naca0009,107,1.587373,-0.003065,0.002366
vtail,0,naca0009,108,1.586654,-0.003086,0.002381
vtail,0,naca0009,109,1.585937,-0.003105,0.002396
vtail,0,naca0009,110,1.585222,-0.003123,0.002411
vtail,0,naca0009,111,1.584509,-0.003141,0.002424
vtail,0,naca0009,112,1.583797,-0.003157,0.002437
vtail,0,naca0009,113,1.583088,-0.003173,0.002449
vtail,0,naca0009,114,1.582381,-0.003187,0.00246
vtail,0,naca0009,115,1.581677,-0.003201,0.00247
vtail,0,naca0009,116,1.580976,-0.003213,0.00248
vtail,0,naca0009,117,1.580278,-0.003224,0.002488
vtail,0,naca0009,118,1.579583,-0.003234,0.002496
vtail,0,naca0009,119,1.578891,-0.003242,0.002502
vtail,0,naca0009,120,1.578202,-0.00325,0.002508
vtail,0,naca0009,121,1.577517,-0.003256,0.002513
vtail,0,naca0009,122,1.576836,-0.003262,0.002517
vtail,0,naca0009,123,1.576159,-0.003265,0.00252
vtail,0,naca0009,124,1.575486,-0.003268,0.002522
vtail,0,naca0009,125,1.574818,-0.00327,0.002523
vtail,0,naca0009,126,1.574154,-0.00327,0.002523
vtail,0,naca0009,127,1.573494,-0.003268,0.002523
vtail,0,naca0009,128,1.572839,-0.003266,0.002521
vtail,0,naca0009,129,1.57219,-0.003262,0.002518
vtail,0,naca0009,130,1.571545,-0.003257,0.002514
vtail,0,naca0009,131,1.570906,-0.003251,0.002509
vtail,0,naca0009,132,1.570272,-0.003243,0.002503
vtail,0,naca0009,133,1.569644,-0.003234,0.002496
vtail,0,naca0009,134,1.569021,-0.003223,0.002487
vtail,0,naca0009,135,1.568405,-0.003211,0.002478
vtail,0,naca0009,136,1.567795,-0.003198,0.002468
